procedure,changes,2
witchcraft,epilepsy,2
diseases,burden,2
yohimbine,irritability,3
consciousness,death,2
misunderstandings,disputes,5
water,emotion,8
substance,poisoning,4
ideas,growth,2
parasite,schizophrenia,2
poverty,crisis,3
cycling,injuries,7
testing,harm,4
listeria,fever,6
listeria,nausea,22
powers,problems,3
stis,symptoms,3
scarcity,hoarding,17
provision,change,3
hormones,migraine,9
hiv,encephalitis,7
desire,injustice,4
abortion,poverty,3
overexertion,msds,5
malignancy,immunosuppression,3
experiments,theories,3
variables,failure,2
sweat,pimples,4
sweat,irritations,4
fungus,sds,4
haste,error,4
profits,increase,2
negligence,destruction,3
flooding,suffering,6
disasters,emergency,20
infractions,fines,5
terrorism,disasters,26
war,prestige,5
event,ptsd,26
basidiospores,infections,2
problems,gambling,5
drug,incidents,2
ambien,ambien,4
reformation,enlightenment,3
pragmatism,socialism,2
hacking,confusion,2
sin,catastrophe,3
complexity,configuration,2
medication,fever,17
variants,autism,11
acid,process,3
adhesions,discomfort,9
microwaves,interference,4
mutations,malignancies,7
pad,sores,4
combination,accidents,2
overdose,harms,2
intruders,damage,8
problems,amputation,4
fault,loss,13
expansion,costs,15
chiro,damage,2
move,goal,3
vaccines,allergies,7
neglect,decline,4
mismanagement,decline,7
curse,disease,15
braids,breakage,9
overload,depression,2
venus,harmony,5
experience,trust,7
baptism,justification,10
bacteria,malodors,3
scarring,obstruction,2
system,confusion,6
evil,fire,7
anorexia,bulimia,3
deprivation,damage,6
behavior,violations,5
drug,burning,5
strength,downfall,2
complacency,destruction,5
bomb,harm,8
infection,prom,3
angioma,symptoms,5
trauma,interruption,2
incidents,backlash,4
disease,malfunction,4
failures,harm,3
pulpitis,toothache,2
faith,confession,3
sepsis,infections,3
marriage,offspring,3
workshop,changes,3
problems,divorces,8
surgeries,damage,5
bump,fracture,6
eyestrain,migraines,2
cells,graft,2
orchitis,sterility,9
laws,abuse,3
practice,perfection,22
nicotine,dizziness,2
medications,psoriasis,28
disjointedness,confusion,2
schizophrenia,problems,18
coinfection,mortality,2
circumstances,tragedy,11
aneurysm,pain,3
testosterone,puberty,5
trials,imprisonment,13
drought,diseases,3
famine,diseases,8
errors,exit,23
bloating,discomfort,11
dams,losses,2
class,problems,3
sun,headaches,3
anthrax,disease,9
medications,rashes,7
invasion,starvation,3
e,p,4
ginger,sweating,2
vibrations,discomfort,2
offenses,incarceration,3
mistakes,inconvenience,9
experience,recognition,2
therapy,deaths,4
failure,withdrawal,3
agoraphobia,depression,9
flatfeet,pain,3
injuries,signs,4
passage,courtyard,3
estrogen,diseases,9
differences,growth,5
triggers,changes,13
ingredients,drowsiness,65
conflict,error,49
stressor,stress,3
pathway,destruction,4
hus,pancreatitis,11
interactions,interactions,5
ocr,errors,3
antacids,problems,8
oil,changes,3
sleep,discomfort,5
sins,passion,4
innovations,opportunities,3
threats,anxiety,21
mri,diagnosis,10
clozapine,tachycardia,4
sun,damages,10
meditation,samadhi,13
process,referendum,3
colds,attacks,4
tacrolimus,hyperkalemia,22
nsaids,perforation,274
counterfeits,confusion,4
death,wounds,5
ciprofloxacin,arthropathy,81
award,performance,2
teachings,controversy,3
torticollis,pain,4
ideologies,actions,2
sins,consequences,5
mildews,problems,9
revolution,persecution,4
reaction,injury,4
immigration,change,4
antibiotics,dizziness,3
drugs,sleepiness,18
illness,regression,6
trial,costs,7
movement,abrasion,13
corruption,mess,4
wood,fire,6
speech,action,9
stress,laminitis,5
anxiety,silence,2
development,situation,9
toxoplasmosis,schizophrenia,10
technology,progression,3
consistency,familiarity,2
situations,responses,11
artifacts,problems,3
habs,death,4
virus,bumps,4
radium,leukemia,5
trust,trade,4
xolair,anaphylaxis,10
fire,breakage,6
degeneration,injury,3
memory,death,3
psychosis,aggression,4
tobacco,stains,12
agriculture,gods,2
chytridiomycosis,extinctions,7
move,chaos,9
disunity,destruction,2
fall,problem,11
tasks,discomfort,3
tasks,pain,3
bacteria,trachoma,10
modernity,nihilism,6
beacon,uproar,3
mammography,anxiety,4
diseases,signs,7
mammography,biopsies,4
rocks,damage,24
medication,lightheadedness,161
experimentation,trouble,5
deficit,problems,2
moisture,rashes,3
remarks,embarrassment,2
constipation,hemorroids,2
problem,scars,5
ultram,vomiting,9
cost,discontent,5
wind,postponements,3
cuts,inflammation,3
debt,anger,9
oxidation,sludge,3
traumas,suffering,4
interactions,bleeding,7
experiments,observations,2
poverty,sanitation,3
experience,madness,7
tcas,seizures,5
reaction,stroke,6
benzodiazepines,disinhibition,5
agents,restlessness,4
agents,agitation,4
inflammations,diseases,4
hemangiomas,problems,18
childbirth,changes,14
paralysis,paraplegia,8
flaws,accidents,2
mind,liberation,14
cmv,pneumonia,6
shingles,keratitis,9
amebiasis,death,19
diet,problem,11
imitation,creation,3
behaviors,mating,7
winds,flooding,6
exclusion,conflicts,2
uranus,change,9
endocarditis,stroke,2
man,erosion,3
event,guilt,9
katrina,fatalities,4
fatigue,carelessness,4
slip,damage,2
allergens,disease,7
usury,war,3
prohibition,damage,3
disorder,disease,3
problem,disaster,45
chemical,disorders,5
asteroid,extinction,8
loki,trouble,2
freedom,destruction,2
narrowing,condition,7
religion,repression,3
membership,benefits,4
illusion,pain,4
mediation,resolution,4
alcohol,rape,4
innovation,transformation,3
animal,damages,25
illness,cost,7
machinery,unemployment,15
chaos,change,5
disaster,conditions,5
actions,misunderstandings,2
unemployment,suicide,11
friction,turbulence,3
ketu,problems,7
behavior,health,3
cooperation,release,5
loyalty,sales,7
actions,collapse,3
ptsd,conditions,14
sunlight,reactions,7
incident,bruise,2
bacteria,medications,2
marxism,dictatorship,2
network,delay,11
anisometropia,strabismus,6
fall,disasters,2
relationships,collaborations,2
marketing,problems,7
infection,polyps,10
whiplash,damage,4
hormone,changes,3
bacterium,abscesses,11
difficulty,omission,3
lawsuit,changes,3
flu,absenteeism,5
trucker,accident,2
crestor,muscle,3
disorder,hyperactivity,5
intermittency,problems,2
ebv,malignancies,7
miscalculation,wars,6
absence,presence,3
pnemonia,death,2
situation,boredom,2
food,nausea,14
mdma,harm,3
impermanence,sorrow,9
rimonabant,depression,10
acts,delay,7
work,realization,10
transition,savings,5
clothing,irritation,22
strains,pains,9
age,promotion,2
pathways,apoptosis,9
dislocation,fractures,2
phthalates,malformations,7
search,sale,2
debt,concern,4
conditions,nazism,2
schizophrenia,poverty,2
shock,conditions,9
ethics,religion,15
technology,advancements,5
spread,symptoms,8
virus,mumps,32
force,imbalance,2
orchitis,infertility,2
pancreatitis,pain,10
heat,chemicals,11
havoc,turnovers,4
anandamide,apoptosis,7
issues,demise,18
sloppiness,errors,4
offshoring,situation,12
actions,capture,5
diversity,inequality,2
overwork,condition,2
deprivation,conflict,2
unemployment,conflict,3
weather,destruction,4
delivery,trauma,7
god,world,17
variations,cancer,5
bombing,chaos,4
emissions,impacts,3
trees,interference,2
catastrophes,damage,1653
thiazolidinediones,edema,4
hyperglycemia,mortality,3
ros,damage,28
lyssavirus,rabies,93
prednisone,irritability,2
fear,contraction,5
desire,contraction,4
radiotherapy,morbidity,3
topography,effects,3
medication,behavior,19
events,sounds,6
heat,warping,5
attitude,inaction,6
tms,pain,3
impurity,diseases,5
adrenaline,fight,27
stability,death,18
esophagitis,bleeding,7
situation,anguish,5
knowledge,heaven,2
penicillin,death,2
protein,bloating,10
events,trial,52
obesity,poverty,12
conditions,discomforts,5
depression,recovery,69
abolition,problems,3
errors,situations,11
laceration,pain,2
biodiversity,issues,2
condition,eczema,2
mutations,protein,3
vulnerability,poverty,14
deficiencies,asthma,29
antibiotics,asthma,18
penicillin,asthma,17
grace,love,5
devastation,death,3
activation,tumorigenesis,2
weight,anxiety,13
patches,burning,70
trauma,vertigo,7
pheochromocytoma,palpitations,7
work,corruption,3
listeria,stillbirths,37
youth,problems,5
experiments,deaths,3
obedience,love,4
work,damages,10
joints,conditions,9
cancer,limitations,10
gastroparesis,vomiting,4
gastroparesis,problems,2
inefficiency,delays,2
money,evils,6
denial,anger,5
activities,activities,2
recession,spending,12
stupidity,mistakes,3
computers,death,2
issues,misunderstandings,6
pythium,diseases,7
phytophthora,diseases,6
habit,behavior,2
syndrome,stroke,4
bacterium,blight,2
development,pain,3
malaria,nausea,3
malaria,diarrhea,2
flu,hospitalization,12
parasites,tumors,2
forklifts,injuries,8
pathogen,condition,2
freedom,suffering,28
bubble,growth,2
tswv,losses,2
complexity,conflict,4
stories,tears,9
ethnicity,vulnerability,3
breach,fraud,6
progression,complications,2
inheritance,development,5
faith,election,13
operation,issues,7
immorality,death,3
hyperglycemia,atherosclerosis,2
testing,miscarriage,3
medication,unconsciousness,2
infection,unconsciousness,6
alleles,disease,2
dll,problems,11
injections,scars,5
diabetes,burden,10
felbamate,hepatotoxicity,2
anemia,cancer,3
techniques,complications,4
variables,death,3
depression,restlessness,9
anuerism,stroke,3
tornadoes,thunderstorms,8
belief,behavior,9
worms,discomfort,2
anxiety,tears,3
humidity,millerandage,2
issues,rejection,2
belief,apathy,3
steroids,impotence,8
microbe,pneumonia,5
inflammation,debris,6
knee,stiffness,2
vote,confusion,4
diseases,lesions,9
card,problems,2
attacks,arrests,2
addiction,paranoia,4
yeast,pneumonia,86
constraints,opportunities,3
fear,feelings,6
shock,reactions,3
events,devastation,13
education,crime,3
disorder,issues,7
discomfort,problems,7
sanitation,disease,4
stds,conditions,5
reformation,renaissance,8
confusion,distance,7
bacterium,typhoid,6
hyperinsulinemia,condition,2
ivf,pregnancies,4
persecution,migration,9
typo,problem,9
policies,harm,4
deterioration,failure,6
syndrome,conditions,8
illnesses,treatment,5
thoughts,karma,19
action,liability,10
tremors,tsunamis,2
changes,richness,3
efforts,negotiations,5
distribution,headaches,2
mines,earthquakes,8
alcoholism,conduct,3
volcanoes,mudflows,6
fraud,collapse,4
dermabrasion,redness,5
inbreeding,sterility,3
discrimination,disability,3
diabetes,drowsiness,6
allergies,relief,2
probate,delays,7
convergence,similarities,4
hsv,infection,30
irritability,frequency,19
greed,anger,8
emotions,trouble,4
cash,increase,5
alteration,diseases,2
vaccine,influenza,9
mononucleosis,symptoms,4
sibutramine,palpitations,19
sibutramine,tachycardia,19
death,diseases,6
sin,scars,12
lbp,lbp,3
attributions,distress,3
gvhd,deaths,3
fungus,tcd,5
damages,blackouts,7
kilesa,dukkha,13
device,trouble,2
breach,detriment,31
colors,peace,13
road,destruction,13
fm,pain,29
arsenic,diseases,12
rot,damage,13
media,crime,3
fear,consternation,3
disease,angina,4
knee,injury,2
hydrogen,embrittlement,8
banality,evil,4
revelations,outcry,4
frustration,incident,3
cats,cats,7
hazard,illness,5
tilt,seasons,7
communication,problem,2
water,birth,9
blindness,illiteracy,4
misdemeanor,fine,5
renaissance,movements,9
condition,anguish,32
neglect,defects,11
bankruptcy,issues,31
distribution,phenomena,4
tables,problems,16
std,inflammation,3
hcv,ir,2
obsessions,stress,2
camera,issues,8
sugar,osteoporosis,2
fungus,toxins,9
injury,lymphedema,2
pollutants,irritation,7
earthquake,disruption,15
crisis,deaths,4
rust,failure,23
bullying,headaches,2
demand,problems,5
dispensaries,crime,17
depression,hospitalisation,2
bush,recession,6
intruder,damage,2
overpopulation,collapse,9
disregulation,disease,10
oviposition,damage,2
coffee,lunch,5
lunch,dinner,5
simvastatin,myopathy,91
colitis,death,2
cryptosporidium,contamination,8
disability,challenges,12
vandalism,problems,8
fear,cowardice,3
rust,failures,2
abortion,euthanasia,8
evolution,brain,14
esophagitis,odynophagia,4
cmv,esophagitis,3
tip,arrests,3
phenomena,failure,10
valacyclovir,nausea,3
jesus,trouble,8
osteoarthritis,increase,2
women,weakness,5
trileptal,drowsiness,49
space,variation,3
injections,bruises,3
discovery,fuss,2
vehicles,destruction,2
melting,loss,3
bleeding,discontinuation,3
act,anger,4
misuse,malfunction,11
wastes,pollution,6
stereotypes,misunderstandings,5
mortality,death,6
reformation,war,3
laughter,earthquakes,2
experiences,involvement,22
chiropractic,damage,2
search,truth,3
ideology,misery,5
injuries,failures,3
medication,issues,13
act,suffering,10
hatred,terror,15
influenza,croup,9
influenza,bronchiolitis,7
bands,injury,6
bacterium,tularemia,33
egf,activation,2
alcoholism,accidents,6
blow,contusion,2
ritalin,nausea,2
melkor,evil,3
exposure,accident,2
loss,hardships,7
atherosclerosis,blindness,2
lifestyle,inflammation,2
disease,rot,5
depression,happiness,3
injury,dislocation,4
dogs,harm,5
negligence,nuisance,3
condition,error,3
confusion,weakness,2
faith,acceptance,3
events,declaration,6
sacraments,grace,8
eyes,irritation,8
interaction,reactions,9
intimidation,imprisonment,3
intimidation,murder,4
collapse,chaos,3
arboviruses,diseases,3
prostaglandin,inflammation,10
behavior,relapse,6
ammonia,nausea,3
pressure,abrasion,10
lending,risks,7
surgery,deformation,2
movement,bleeding,3
aspirin,hospitalizations,6
altercation,suspension,2
freedom,creativity,11
alcohol,unconsciousness,8
z,x,9
thrips,injury,4
opacity,abuse,2
work,peace,10
grief,feelings,27
fungus,scab,11
concentration,meditation,22
fire,disruption,3
peace,love,2
chimneys,problems,23
katrina,death,9
abuse,bedsores,2
love,conversion,5
shampoos,irritation,8
capital,crisis,10
injections,dangers,5
stroke,disorders,7
trichotillomania,depression,3
ignorance,gloom,8
hatred,evils,2
actions,evils,4
scars,discomfort,6
pathology,stress,2
poverty,anxiety,8
drinking,malnutrition,18
father,problems,4
anxiety,apathy,4
fees,increase,23
work,fibers,5
compounds,reactions,2
work,paper,14
concupiscence,sin,6
splenda,problems,3
drugs,hepatitis,18
dosage,toxicity,3
thrombosis,mortality,2
mutation,epilepsy,3
anemia,reductions,3
t,damage,2
menopause,bones,30
overdosage,insomnia,2
antidepressants,agitation,9
mold,congestion,10
uncertainty,volatility,28
aspirin,damage,21
acid,paper,7
smoking,imbalance,8
discipline,problems,3
antibodies,allergies,2
depression,unhappiness,2
demerol,drowsiness,4
reflux,regurgitation,3
condition,costs,5
hypertension,hyperinsulinemia,10
ginkgotoxin,death,3
campylobacter,symptoms,9
agents,zoonoses,2
mudslides,havoc,5
weeds,losses,15
flexibility,difficulties,2
rabies,illness,3
viread,dizziness,21
bunions,soreness,7
protein,cells,15
tpa,hemorrhage,2
deregulation,monopolization,2
damage,elements,41
phenothiazines,sedation,4
metabolism,energy,4
lifestyle,change,3
dimenhydrinate,dizziness,23
dimenhydrinate,drowsiness,23
zestril,drowsiness,25
stressor,ptsd,2
forces,energy,2
ssri,insomnia,4
topiramate,depression,3
devotion,god,5
money,power,20
combustion,pollution,15
alprazolam,anxiety,5
influenza,infection,46
ignorance,hunger,2
mishaps,loss,2
addictions,offense,3
chakra,intuition,7
virus,losses,7
conditions,reactions,3
hardships,depression,3
hepatitis,cancer,9
chd,angina,3
injury,oa,12
resveratrol,apoptosis,4
germs,tetanus,3
medication,sleeplessness,102
fraud,claims,25
marijuana,problem,23
opportunity,success,10
injustice,revolt,4
organism,anthrax,9
undead,chaos,23
dizziness,conditions,3
losses,reduction,15
mixture,misunderstanding,5
pain,bleeding,2
bacterium,brucellosis,5
sanctions,damage,5
floods,mudslides,6
change,traffic,3
radiation,blood,4
fibromyalgia,ailments,6
myoglobin,death,4
estrangement,divorce,3
sugar,insulin,2
accident,event,2
notoriety,downfall,4
problems,heating,4
bph,incontinence,4
god,properties,5
ltte,deaths,2
beating,injuries,8
earthquake,cracks,4
pluralism,relativism,9
theft,violence,2
crisis,violence,4
events,misunderstanding,5
use,insanity,14
taliban,suffering,2
celibacy,abuse,7
irritation,infections,4
gerd,dysplasia,12
deterioration,diseases,4
act,failure,3
frustration,abandonment,5
feelings,addiction,2
chemical,dizziness,7
alcohol,rosacea,3
defensiveness,stonewalling,3
transformation,destruction,3
practice,danger,6
territoriality,conflict,2
life,sorrow,3
allergies,issues,4
misstatement,confusion,16
radiation,destruction,67
substances,diarrhoea,3
inefficiencies,losses,2
problems,chaos,3
david,psalms,8
hackers,problem,3
kindle,problems,2
improvements,costs,8
activities,controversy,2
spondylolisthesis,compression,9
cancer,genes,78
trucks,collisions,2
azt,nausea,4
competition,tension,2
incidents,wars,3
grazing,damage,21
bite,fatigue,4
bite,dizziness,3
lymphedema,infections,2
vaccines,vaccines,3
meetings,sales,4
crowns,problems,2
restraints,deaths,26
religion,affection,4
messiah,sacrifices,12
waste,acne,7
racism,traumas,2
rtis,morbidity,2
decline,decline,2
sex,crime,2
changes,dysfunction,4
institutions,crisis,4
disease,allergies,5
disease,asthma,3
radicalism,violence,2
diet,improvements,9
mycoplasma,symptoms,4
sapphires,faithfulness,8
antibiotics,complications,23
pain,dissatisfaction,14
topic,problems,2
cats,problems,9
nonpayment,arrest,4
vte,strokes,6
inadequacy,loss,5
hypercalcemia,constipation,3
adenocarcinoma,hypercalcemia,2
medicines,sleepiness,4
acids,burns,7
cigarettes,burns,8
caustics,burns,4
emissions,asthma,14
gout,diseases,9
tenant,delay,2
flooding,disruptions,16
experience,understanding,4
pain,hopelessness,2
duplication,costs,20
investigations,trial,5
candles,accidents,20
breathing,problems,4
deaths,liability,2
crimes,lynchings,2
implants,cancer,8
fiber,diarrhea,2
fiber,nausea,2
aging,challenges,12
bupropion,suicide,5
injuries,lawsuit,4
work,cure,4
tyranny,corruption,12
automobiles,pollution,26
enso,variations,3
toasters,fires,6
endotoxins,inflammation,3
conflict,discomfort,10
plastic,harm,4
plastic,death,7
cymbalta,problems,2
knee,arthritis,3
action,ripples,2
parasite,condition,37
travel,death,2
bombings,damage,7
tension,confusion,5
sensitivities,inflammation,2
gap,misunderstandings,3
cloudiness,rain,3
depression,presenteeism,4
dynamics,violence,13
behavior,loss,8
disability,absenteeism,5
aging,dementia,10
god,baptism,3
desire,birth,4
brain,actions,2
stereotypes,barriers,3
toxins,rashes,10
rohypnol,amnesia,16
ghb,nausea,9
storms,loss,9
disasters,chaos,2
diet,effects,2
investigations,dismissal,2
investigations,retirements,2
uncertainty,instability,3
devices,injuries,12
stroke,scarring,14
conflict,sufferings,3
disorders,cancers,3
syndromes,problems,3
rsv,symptoms,18
misery,cholera,5
mutation,ad,5
glutamate,seizures,7
embarrassment,problems,12
choice,destruction,4
evolution,immorality,6
meridia,stroke,2
independence,freedom,6
niacin,problems,2
gerd,apnea,13
disorders,disabilities,3
vitamins,problems,19
experimentation,addiction,24
experimentation,abuse,14
strike,chaos,3
mistakes,misunderstanding,2
strains,diarrhea,5
age,difficulties,3
piracy,loss,8
overexertion,stroke,3
viruses,odors,15
grief,guilt,2
bitterness,arthritis,3
unforgiveness,arthritis,2
pcbs,diseases,2
hypothermia,bradycardia,3
hemolysis,icterus,2
pill,increase,6
disease,differences,2
sun,blisters,2
fingers,damage,4
problem,collapse,4
storms,water,2
proteins,reaction,10
autism,impairment,4
appreciation,sales,2
adhd,conditions,4
molecules,damage,7
misconduct,suspension,8
leadership,failure,2
activity,memory,11
homosexuality,criminality,4
attachments,problems,8
therapy,remission,3
proteins,damage,2
hip,problems,4
sorcery,illness,5
romance,trouble,2
famine,sufferings,15
effects,failure,2
diagnosis,shock,3
shipping,stresses,3
zyprexa,problems,2
trade,profit,5
symptoms,allergies,14
endotoxin,inflammation,6
acts,crisis,8
dnt,cd,4
causes,mortality,4
methylphenidate,insomnia,12
confrontation,anxiety,11
virus,autism,12
droughts,suffering,12
colours,problems,4
gene,hemophilia,5
viruses,lupus,2
conversion,iri,20
withdrawal,convulsions,61
virus,harm,4
pollution,sedimentation,2
cascade,problems,7
habits,stress,5
organism,syndrome,5
conviction,obedience,4
damage,wounds,3
neglect,breakdowns,27
demobilization,problems,4
depression,pains,5
emergencies,interruptions,2
desegregation,violence,3
venom,necrosis,7
pain,osteoarthritis,5
demonstration,action,6
trends,instability,3
energy,growth,2
teamwork,growth,3
atheism,violence,3
drugs,irritation,35
tbi,concussion,2
medications,immunosuppression,28
fragmentation,harm,13
action,punishment,3
litigation,damages,10
policies,catastrophe,2
collaboration,materials,3
smoking,hair,8
bioterrorism,illness,23
hypoxia,dyspnea,5
schools,illness,5
walkways,injury,3
conditions,sterility,3
silence,mistrust,2
mistake,situation,6
competition,instability,14
negligence,repairs,3
gambling,depression,2
surprise,death,47
traumas,symptoms,2
insults,death,5
conflict,problem,13
infection,toothache,5
salmonella,fever,11
foreclosures,recession,2
thujone,absinthism,19
belief,trouble,4
grazing,losses,3
matters,delays,3
wolf,destruction,2
ac,problems,2
god,obedience,10
food,taste,3
element,catastrophe,2
drugs,mortality,64
diovan,death,60
organism,cervicitis,7
steroids,strokes,13
chemicals,tumor,2
works,justification,2
comments,ruckus,2
problems,mistakes,2
acetaminophen,damage,6
stereotypes,harm,2
corrosion,cracks,6
split,damage,22
mistakes,retardation,2
penalties,fines,14
disruption,conflict,5
similarity,solidarity,8
soce,harm,2
damage,decline,3
coffee,jitteriness,18
allele,phenotypes,2
prozac,ssris,8
stigma,anxiety,5
discrimination,anxiety,4
racism,anxiety,4
racism,depression,4
cmes,flares,14
death,glorification,2
damage,circumstances,2
lamp,fire,9
square,friction,3
stresses,sickness,4
discord,bloodshed,3
behavior,increase,4
production,costs,57
pain,worry,2
aspirin,pain,11
lesions,paralysis,11
aftermath,disillusionment,4
delirium,dementia,4
incompetence,trouble,10
errors,treatments,4
ants,damage,4
sunburns,melanoma,2
ebv,illness,5
changes,variation,2
party,damage,9
tornadoes,disruption,4
scars,infertility,4
shift,tension,5
artifacts,stories,3
vaccines,diarrhea,2
toxin,increase,3
lamictal,rashes,4
rash,symptoms,45
demons,seizures,2
measles,morbidity,10
infidelity,devastation,22
germs,diarrhea,6
technology,fears,2
technology,headaches,2
failings,problems,2
prejudice,incident,7
drink,drunkenness,2
language,discrimination,5
contraction,deflation,4
amd,damage,13
chemical,problem,11
diets,fatigue,3
firearms,harm,9
discipline,freedom,6
glyphosate,problems,2
tobacco,violence,2
crisis,behavior,2
attitudes,anxiety,11
attitudes,depression,12
demolition,loss,2
facts,belief,3
menopause,discomforts,49
acs,death,4
alcohol,wrinkles,2
weakness,hernias,3
clues,treasure,5
injuries,tbi,2
influenza,hospitalisations,4
events,congestion,6
messages,confusion,4
injectables,infertility,3
cable,problem,3
rubbing,problems,16
poverty,fatness,5
abundance,selfishness,6
selfishness,complacency,6
resentment,irritability,2
inconvenience,damages,2
interferon,hypothyroidism,3
perfectionism,paralysis,8
violations,suspension,35
violations,expulsion,18
intimacy,trust,5
stress,maladies,3
livestock,impacts,2
trauma,rage,5
age,ptosis,3
protrusions,drag,2
road,damage,3
antidepressants,suicides,7
cheating,disqualification,4
immunosuppression,infections,5
fragmentation,inefficiency,2
horses,death,2
ignorance,defects,5
drug,misery,4
exercise,exhaustion,10
god,wind,3
compassion,wisdom,4
merger,expenses,73
error,sickness,13
error,trouble,11
exercise,growth,4
stress,hypothalamus,4
coins,scratches,8
chemicals,discolouration,3
anxiety,disruptions,6
milk,indigestion,2
haldol,akathisia,4
referral,diagnosis,2
relationships,anxiety,4
disaster,violence,2
issue,symptoms,3
pathogens,gonorrhea,3
symptoms,ibs,34
lesions,disease,4
stimulants,seizures,13
stimulants,tremors,9
stimulants,hallucinations,4
reinfection,relapses,3
turnovers,goals,3
experience,disappointment,3
food,odor,2
abuse,bruise,6
cloud,rain,6
rita,problems,6
liquor,poverty,24
whiplash,stiffness,8
ideology,problems,2
cipro,nausea,3
medication,inflammation,7
disease,challenges,3
injury,challenges,3
displacement,trauma,5
attitudes,beliefs,4
pain,whining,4
comet,disaster,6
problems,outage,5
cults,problems,4
nervousness,mistakes,3
attitude,harm,2
fatigue,aches,18
chemicals,erosion,3
finances,depression,4
ambien,drowsiness,13
superbugs,infections,8
motivation,effort,3
effort,learning,3
shigella,gastroenteritis,9
tendency,violence,7
movement,activity,3
organism,septicaemia,2
injuries,peritonitis,3
globalisation,insecurity,3
beliefs,love,3
atvs,injury,3
trazodone,drowsiness,25
frustration,behaviors,12
maintenance,expense,7
inventions,progress,7
processes,distress,5
plea,deportation,5
buttons,sores,2
fluoridation,harm,8
atvs,injuries,4
infection,listeriosis,7
use,consequences,21
employment,conditions,7
wisdom,vexation,2
intestines,problems,6
plays,controversy,3
disclosure,problems,4
oils,corrosion,4
debility,constipation,3
contaminants,solids,2
conditions,anemias,13
stroke,seizure,3
heat,mildew,4
discussions,emergence,5
weakness,diseases,7
thyaga,yoga,3
heat,loss,9
technology,earthquakes,6
accident,diagnosis,2
recession,growth,4
panic,collapse,2
attachments,problem,3
swimming,illness,7
lgs,problem,2
carisoprodol,agitation,106
distraction,destruction,3
dementia,changes,7
vincristine,constipation,2
poverty,hardship,9
gases,oxidation,2
infection,constipation,6
stis,death,8
abortion,abortion,93
shocks,recessions,7
insults,pain,6
endocet,drowsiness,2
move,outcry,2
disunion,war,2
misunderstanding,errors,2
carelessness,situations,5
laryngospasm,death,3
soma,dizziness,160
tramadol,convulsions,2
landslides,delays,7
policies,wars,4
problems,fatalities,5
infections,disorder,4
work,fear,3
gringos,problems,2
sleeplessness,nausea,3
sleeplessness,fatigue,3
spirits,depression,3
men,rape,2
earnings,increase,3
misfires,hazards,5
misuse,faults,39
surgery,stiffness,3
coldness,problems,5
skin,rashes,4
noise,alarm,3
hazards,fires,7
uars,symptoms,2
copper,discoloration,4
haplotype,susceptibility,4
medication,hypoglycemia,3
gums,bleeding,2
flames,fatalities,2
genetics,disorders,3
sickness,costs,3
incontinence,impotence,2
bricks,injuries,97
discussions,compromise,3
methadone,addiction,2
earthquakes,displacements,4
cancers,infections,3
headache,depression,7
postponement,inconvenience,11
bacteria,ear,3
casualty,damage,2
homocysteine,inflammation,33
bacteria,chlamydiosis,4
hypothesis,predictions,2
cyclophosphamide,nausea,20
hemodialysis,complications,6
narrowing,pain,8
uvb,wrinkles,2
chemicals,deterioration,4
poverty,frustrations,4
beer,trouble,4
contractions,cramping,16
contractions,diarrhea,8
music,reaction,6
success,persecution,3
clarinex,drowsiness,43
adderall,seizures,2
clips,discomfort,3
hearing,faith,2
decisions,injury,6
shoes,calluses,6
scarring,stenosis,3
antihistamines,problems,9
salaries,increase,6
tamoxifen,strokes,4
diversity,disunity,3
depression,ailments,9
taxation,problems,73
hate,separation,5
stress,muscle,6
clomid,clomid,9
light,shadows,2
radiation,stillbirths,3
performance,loss,3
nonadherence,problems,2
unemployment,tensions,2
smoking,constriction,5
flights,delays,6
violation,misdemeanor,3
judgments,suffering,2
feeding,curling,5
affairs,divorce,4
vandalism,delay,2
loss,conditions,9
sepsis,kidney,10
attachment,marriage,6
gain,aneuploidy,3
modernism,postmodernism,6
overpressure,pain,5
conditions,catatonia,3
catatonia,mania,2
moisture,orbs,4
crisis,transformation,5
end,death,4
distortions,harm,3
practice,proficiency,3
industry,damage,6
disunity,damage,4
lipohypertrophy,hypertension,5
amputation,disability,2
medication,queasiness,2
diseases,aging,101
hypothyroidism,anemia,7
tegretol,drowsiness,31
deforestation,disaster,4
thyroid,cancer,3
aspirin,nausea,14
crushing,overdose,7
stimulation,discomfort,5
lexapro,suicide,10
bicycle,injury,4
reproduction,problems,3
insects,wounds,21
birds,wounds,2
anxiety,events,7
chemicals,cramps,2
mistakes,casualties,2
remeron,dizziness,135
war,trials,3
gallstones,anemia,3
fungi,damage,16
judgment,injury,4
chemical,growth,4
shingles,discomfort,139
dysphagia,death,14
anxiety,anorexia,6
fear,destructiveness,5
reaction,irritation,7
allergens,autism,6
evapotranspiration,losses,9
attitudes,sin,7
edema,coma,4
gastroenteritis,ibs,13
pregnancy,sciatica,25
trouble,ejection,2
pathogen,cholera,6
strategy,injury,2
drugs,nervousness,19
lipoma,pain,3
water,humidity,3
insurrection,damages,6
revolution,damages,6
chlorine,death,5
hookworm,disease,7
shrapnel,wound,6
slavery,damage,5
hormone,aggression,4
situations,emotions,3
incorporation,problems,2
suicide,suicide,4
uplift,mountains,2
erosion,mountains,2
actions,friction,2
salvation,life,2
